company,title,location,url,source,job_id,first_seen,last_seen,status
Amazon,Software Development Engineer II,Unknown,https://www.amazon.jobs/en/jobs/10425938/software-development-engineer-ii,amazon,https://www.amazon.jobs/en/jobs/10425938/software-development-engineer-ii,2026-06-26,2026-06-26,NEW
Amazon,Software Development Engineer II,Unknown,https://www.amazon.jobs/en/jobs/10398460/software-development-engineer-ii,amazon,https://www.amazon.jobs/en/jobs/10398460/software-development-engineer-ii,2026-06-26,2026-06-26,NEW
Amazon,Software Development Engineer II,Unknown,https://www.amazon.jobs/en/jobs/10431556/software-development-engineer-ii,amazon,https://www.amazon.jobs/en/jobs/10431556/software-development-engineer-ii,2026-06-26,2026-06-26,NEW
Amazon,"Software Development Engineer II, Homepage",Unknown,https://www.amazon.jobs/en/jobs/10376241/software-development-engineer-ii-homepage,amazon,https://www.amazon.jobs/en/jobs/10376241/software-development-engineer-ii-homepage,2026-06-26,2026-06-26,NEW
Amazon,"Senior Software Engineer|Seattle, WA",Unknown,https://www.amazon.jobs/en/search?base_query=Senior+Software+Engineer&loc_query=Seattle%2C%20WA#,amazon,https://www.amazon.jobs/en/search?base_query=Senior+Software+Engineer&loc_query=Seattle%2C%20WA#,2026-06-26,2026-06-26,NEW
Amazon,"Senior Software Engineer, Ads",Unknown,https://www.amazon.jobs/en/jobs/10460324/senior-software-engineer-ads,amazon,https://www.amazon.jobs/en/jobs/10460324/senior-software-engineer-ads,2026-06-26,2026-06-26,NEW
Amazon,"Senior Software Engineer, TopHat",Unknown,https://www.amazon.jobs/en/jobs/10436979/senior-software-engineer-tophat,amazon,https://www.amazon.jobs/en/jobs/10436979/senior-software-engineer-tophat,2026-06-26,2026-06-26,NEW
Amazon,"Senior Software Engineer, Annapurna",Unknown,https://www.amazon.jobs/en/jobs/3166256/senior-software-engineer-annapurna,amazon,https://www.amazon.jobs/en/jobs/3166256/senior-software-engineer-annapurna,2026-06-26,2026-06-26,NEW
Amazon,"Senior Software Engineer, AWS",Unknown,https://www.amazon.jobs/en/jobs/3208442/senior-software-engineer-aws,amazon,https://www.amazon.jobs/en/jobs/3208442/senior-software-engineer-aws,2026-06-26,2026-06-26,NEW
Amazon,"Senior Software Engineer, Fauna",Unknown,https://www.amazon.jobs/en/jobs/10386614/senior-software-engineer-fauna,amazon,https://www.amazon.jobs/en/jobs/10386614/senior-software-engineer-fauna,2026-06-26,2026-06-26,NEW
Amazon,"Senior Software Engineer, AWS Identity",Unknown,https://www.amazon.jobs/en/jobs/10449081/senior-software-engineer-aws-identity,amazon,https://www.amazon.jobs/en/jobs/10449081/senior-software-engineer-aws-identity,2026-06-26,2026-06-26,NEW
Amazon,"Senior Software Engineer, FinTech Tax",Unknown,https://www.amazon.jobs/en/jobs/10446952/senior-software-engineer-fintech-tax,amazon,https://www.amazon.jobs/en/jobs/10446952/senior-software-engineer-fintech-tax,2026-06-26,2026-06-26,NEW
Amazon,"Senior Software Engineer, AWS Transform",Unknown,https://www.amazon.jobs/en/jobs/10408288/senior-software-engineer-aws-transform,amazon,https://www.amazon.jobs/en/jobs/10408288/senior-software-engineer-aws-transform,2026-06-26,2026-06-26,NEW
Amazon,"Senior Software Engineer, Speech MLOps",Unknown,https://www.amazon.jobs/en/jobs/3195588/senior-software-engineer-speech-mlops,amazon,https://www.amazon.jobs/en/jobs/3195588/senior-software-engineer-speech-mlops,2026-06-26,2026-06-26,NEW
Amazon,"Senior Software Engineer, Product & Solutions",Unknown,https://www.amazon.jobs/en/jobs/10444282/senior-software-engineer-product-solutions,amazon,https://www.amazon.jobs/en/jobs/10444282/senior-software-engineer-product-solutions,2026-06-26,2026-06-26,NEW
Microsoft,"Software Development Engineer II United States, Washington, Redmond Posted 4 hours ago",Unknown,https://apply.careers.microsoft.com/careers/job/1970393556872958,microsoft,https://apply.careers.microsoft.com/careers/job/1970393556872958,2026-06-26,2026-06-27,NEW
Databricks,Senior Machine Learning Engineer - GenAI Platform,"San Francisco, California",https://databricks.com/company/careers/open-positions/job?gh_jid=6954585002,greenhouse,6954585002,2026-06-27,2026-06-27,NEW
Databricks,"Senior Software Engineer, AI Runtime","Mountain View, California; San Francisco, California",https://databricks.com/company/careers/open-positions/job?gh_jid=8582276002,greenhouse,8582276002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Application Traffic team,"Mountain View, California",https://databricks.com/company/careers/open-positions/job?gh_jid=8183195002,greenhouse,8183195002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Backend,"Mountain View, California",https://databricks.com/company/careers/open-positions/job?gh_jid=6544435002,greenhouse,6544435002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Backend,"Vancouver, Canada",https://databricks.com/company/careers/open-positions/job?gh_jid=8093295002,greenhouse,8093295002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Backend,"Bellevue, Washington",https://databricks.com/company/careers/open-positions/job?gh_jid=6779084002,greenhouse,6779084002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Backend,"San Francisco, California",https://databricks.com/company/careers/open-positions/job?gh_jid=4799387002,greenhouse,4799387002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer (Backend) - AI/ML Environments,"Mountain View, California",https://databricks.com/company/careers/open-positions/job?gh_jid=8233899002,greenhouse,8233899002,2026-06-27,2026-06-27,NEW
Databricks,"Senior Software Engineer, Compute Infrastructure","Mountain View, California; San Francisco, California",https://databricks.com/company/careers/open-positions/job?gh_jid=8527117002,greenhouse,8527117002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Distributed Data Systems,"Bellevue, Washington",https://databricks.com/company/careers/open-positions/job?gh_jid=6936994002,greenhouse,6936994002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Distributed Data Systems,"Mountain View, California",https://databricks.com/company/careers/open-positions/job?gh_jid=6544325002,greenhouse,6544325002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Distributed Data Systems,"San Francisco, California",https://databricks.com/company/careers/open-positions/job?gh_jid=4513122002,greenhouse,4513122002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Fullstack,"Seattle, Washington",https://databricks.com/company/careers/open-positions/job?gh_jid=6544403002,greenhouse,6544403002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Fullstack,"Vancouver, Canada",https://databricks.com/company/careers/open-positions/job?gh_jid=8099342002,greenhouse,8099342002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Fullstack,"Mountain View, California; San Francisco, California",https://databricks.com/company/careers/open-positions/job?gh_jid=5445641002,greenhouse,5445641002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Fullstack,"Mountain View, California; San Francisco, California",https://databricks.com/company/careers/open-positions/job?gh_jid=7898766002,greenhouse,7898766002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Infrastructure and Tools,"San Francisco, California",https://databricks.com/company/careers/open-positions/job?gh_jid=6318503002,greenhouse,6318503002,2026-06-27,2026-06-27,NEW
Databricks,"Senior Software Engineer, Model Serving","San Francisco, California",https://databricks.com/company/careers/open-positions/job?gh_jid=8211648002,greenhouse,8211648002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Money Team,"Bellevue, Washington",https://databricks.com/company/careers/open-positions/job?gh_jid=8027404002,greenhouse,8027404002,2026-06-27,2026-06-27,NEW
Databricks,Senior Software Engineer - Security,"San Francisco, California",https://databricks.com/company/careers/open-positions/job?gh_jid=7274459002,greenhouse,7274459002,2026-06-27,2026-06-27,NEW
Stripe,Senior Software Engineer,Unknown,https://stripe.com/jobs/listing/senior-software-engineer/8026416,stripe,https://stripe.com/jobs/listing/senior-software-engineer/8026416,2026-06-27,2026-06-27,NEW
Stripe,Senior Software Engineer,Unknown,https://stripe.com/jobs/listing/senior-software-engineer/8026511,stripe,https://stripe.com/jobs/listing/senior-software-engineer/8026511,2026-06-27,2026-06-27,NEW
Airbnb,Audiovisual Infrastructure Engineer,"San Francisco, CA",https://careers.airbnb.com/positions/7917632?gh_jid=7917632,greenhouse,7917632,2026-06-27,2026-06-27,NEW
Airbnb,"Senior Software Engineer, (Python, GenAI, MCP)","Remote - Bangalore, India",https://careers.airbnb.com/positions/7556182?gh_jid=7556182,greenhouse,7556182,2026-06-27,2026-06-27,NEW
LinkedIn,"Software Development Engineer II United States, Washington, Redmond Posted 4 hours ago",Unknown,https://apply.careers.microsoft.com/careers/job/1970393556872958,microsoft,https://apply.careers.microsoft.com/careers/job/1970393556872958,2026-06-27,2026-06-27,NEW
Nvidia,Senior Software Engineer – Autonomous Vehicle Replay Systems,Unknown,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer---Autonomous-Vehicle-Replay-Systems_JR2019240-1,workday,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer---Autonomous-Vehicle-Replay-Systems_JR2019240-1,2026-06-27,2026-06-27,NEW
Nvidia,"Senior Software Engineer, Hardware Tools and Methodology Development",Unknown,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer--Hardware-Tools-and-Methodology-Development_JR2012046,workday,https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer--Hardware-Tools-and-Methodology-Development_JR2012046,2026-06-27,2026-06-27,NEW
TikTok,"Senior Backend Software Engineer - Machine Moderation Platform, Trust and Safety Seattle Technology - Backend Regular",Unknown,https://lifeattiktok.com/search/7470668212839303431,bytedance,https://lifeattiktok.com/search/7470668212839303431,2026-06-27,2026-06-27,NEW
TikTok,Backend Software Engineer Graduate (Global LIVE Wallet) - 2026 Start (BS/MS) Singapore Technology - Backend Regular Bachelor/Master Graduates- 2026 Start,Unknown,https://lifeattiktok.com/search/7532402135292741896,bytedance,https://lifeattiktok.com/search/7532402135292741896,2026-06-27,2026-06-27,NEW
TikTok,"Senior Software Engineer, TikTok AIGC Agentic Workflow San Jose Technology - Backend Regular",Unknown,https://lifeattiktok.com/search/7613184219506985269,bytedance,https://lifeattiktok.com/search/7613184219506985269,2026-06-27,2026-06-27,NEW
TikTok,"Senior Software Engineer, Ads Measurement & Effectiveness San Jose Technology Regular",Unknown,https://lifeattiktok.com/search/7194904731536476472,bytedance,https://lifeattiktok.com/search/7194904731536476472,2026-06-27,2026-06-27,NEW
TikTok,"Senior Software Engineer, Ads Measurement Signal San Jose Technology Regular",Unknown,https://lifeattiktok.com/search/7237231754486434104,bytedance,https://lifeattiktok.com/search/7237231754486434104,2026-06-27,2026-06-27,NEW
TikTok,"Senior Backend Software Engineer, AI Infrastructure for SDLC - Engineering Efficiency Seattle Technology Regular",Unknown,https://lifeattiktok.com/search/7639497239527131445,bytedance,https://lifeattiktok.com/search/7639497239527131445,2026-06-27,2026-06-27,NEW
TikTok,"Senior Backend Software Engineer - TikTok Privacy & Security, Online Infra San Jose Technology Regular",Unknown,https://lifeattiktok.com/search/7623183204680222981,bytedance,https://lifeattiktok.com/search/7623183204680222981,2026-06-27,2026-06-27,NEW
TikTok,"Senior Backend Software Engineer, TikTok Privacy AI Seattle Technology - Backend Regular",Unknown,https://lifeattiktok.com/search/7208432033885833531,bytedance,https://lifeattiktok.com/search/7208432033885833531,2026-06-27,2026-06-27,NEW
TikTok,"Senior Backend Software Engineer, TikTok Privacy AI San Jose Technology - Backend Regular",Unknown,https://lifeattiktok.com/search/7208428629667645755,bytedance,https://lifeattiktok.com/search/7208428629667645755,2026-06-27,2026-06-27,NEW
TikTok,Senior Backend Software Engineer - AI - Asset Services San Jose Technology - Backend Regular,Unknown,https://lifeattiktok.com/search/7634651304215759157,bytedance,https://lifeattiktok.com/search/7634651304215759157,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Ads Platform","San Mateo, CA, United States",https://careers.roblox.com/jobs/8011079?gh_jid=8011079,greenhouse,8011079,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, App Performance","San Mateo, CA, United States",https://careers.roblox.com/jobs/7360413?gh_jid=7360413,greenhouse,7360413,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Avatar Animation","Vancouver, British Columbia, Canada",https://careers.roblox.com/jobs/7923268?gh_jid=7923268,greenhouse,7923268,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Avatar Animation","San Mateo, CA, United States",https://careers.roblox.com/jobs/7540219?gh_jid=7540219,greenhouse,7540219,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - Avatar Defaults,"San Mateo, CA, United States",https://careers.roblox.com/jobs/8022858?gh_jid=8022858,greenhouse,8022858,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - Avatar Personalization,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7545202?gh_jid=7545202,greenhouse,7545202,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer (Backend), Communications","San Mateo, CA, United States",https://careers.roblox.com/jobs/8001022?gh_jid=8001022,greenhouse,8001022,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer (Backend / Full Stack), Communications Platform","San Mateo, CA, United States",https://careers.roblox.com/jobs/8007947?gh_jid=8007947,greenhouse,8007947,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer (C++),"San Mateo, CA, United States",https://careers.roblox.com/jobs/8025510?gh_jid=8025510,greenhouse,8025510,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Client Systems (C++)","San Mateo, CA, United States",https://careers.roblox.com/jobs/7283870?gh_jid=7283870,greenhouse,7283870,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Co-Experience","San Mateo, CA, United States",https://careers.roblox.com/jobs/7733855?gh_jid=7733855,greenhouse,7733855,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Consumer Platforms (Frontend)","San Mateo, CA, United States",https://careers.roblox.com/jobs/7872506?gh_jid=7872506,greenhouse,7872506,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Content Suitability","San Mateo, CA, United States",https://careers.roblox.com/jobs/7987819?gh_jid=7987819,greenhouse,7987819,2026-06-27,2026-06-27,NEW
Roblox,"Senior Software Engineer, Core UI","San Mateo, CA, United States",https://careers.roblox.com/jobs/7708489?gh_jid=7708489,greenhouse,7708489,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - Creator Business,"San Mateo, CA, United States",https://careers.roblox.com/jobs/8003347?gh_jid=8003347,greenhouse,8003347,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - Creator Collaboration,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7948192?gh_jid=7948192,greenhouse,7948192,2026-06-27,2026-06-27,NEW
Roblox,Senior Software Engineer - Data Access,"San Mateo, CA, United States",https://careers.roblox.com/jobs/7437922?gh_jid=7437922,greenhouse,7437922,2026-06-27,2026-06-27,NEW
